Parcel_ID,Date,Depot_ID,Vehicle_Type,Service_Level,Weight_kg,Distance_km,Delivery_Status,Customer_Satisfaction_Score,CO2_Emissions_kg
PNL00001192,2025-02-16,D003,Large Truck,Standard,10.26,6.5,Delivered,10,5.5249999999999995
PNL00001193,2025-03-07,D001,Electric Van,Next Day,17.58,3.5,Delivered,6,0.0
PNL00001194,2025-02-07,D007,Electric Van,Standard,9.92,34.3,Delayed,1,0.0
PNL00001195,2025-02-20,D006,Large Truck,Next Day,0.9,25.0,Delivered,4,21.25
PNL00001196,2025-03-04,D002,Electric Van,Next Day,13.38,16.3,Delivered,9,0.0
PNL00001197,2025-01-04,D003,Diesel Van,Standard,3.27,20.8,Delivered,7,3.12
PNL00001198,2025-01-01,D004,Electric Van,Next Day,18.61,43.2,Delivered,1,0.0
PNL00001199,2025-01-08,D006,Diesel Van,International,18.63,18.6,Delivered,6,2.79
PNL00001200,2025-01-29,D001,Large Truck,Next Day,1.23,6.4,Delivered,6,5.44
PNL00001201,2025-02-24,D007,Diesel Van,Next Day,8.79,21.9,Delivered,2,3.2849999999999997
PNL00001202,2025-01-03,D005,Diesel Van,Standard,12.47,29.9,Delivered,6,4.484999999999999
PNL00001203,2025-02-01,D007,Electric Van,International,16.55,2.5,Delivered,10,0.0
PNL00001204,2025-01-10,D002,Diesel Van,Next Day,8.95,16.3,Delivered,2,2.445
PNL00001205,2025-03-15,D004,Diesel Van,Next Day,8.7,18.9,Delivered,8,2.8349999999999995
PNL00001206,2025-03-24,D003,Electric Van,Next Day,29.49,21.9,Delivered,7,0.0
PNL00001207,2025-02-03,D007,Diesel Van,Next Day,1.35,15.0,Delivered,6,2.25
PNL00001208,2025-03-28,D001,Electric Van,Next Day,29.67,30.7,Delivered,10,0.0
PNL00001209,2025-02-24,D002,Large Truck,Next Day,1.53,42.6,Delivered,6,36.21
PNL00001210,2025-02-01,D001,Diesel Van,International,8.72,41.3,Delivered,9,6.194999999999999
PNL00001211,2025-02-19,D006,Electric Van,International,14.86,30.6,Delivered,9,0.0
PNL00001212,2025-01-07,D005,Diesel Van,Next Day,4.38,23.8,Delivered,10,3.57
PNL00001213,2025-01-08,D003,Diesel Van,Next Day,4.13,37.5,Delayed,10,5.625
PNL00001214,2025-03-06,D001,Cargo Bike,Standard,7.76,37.9,Delivered,2,0.0
PNL00001215,2025-02-26,D004,Large Truck,International,29.21,37.7,Delayed,3,32.045
PNL00001216,2025-03-08,D006,Diesel Van,International,11.47,8.8,Delivered,10,1.32
PNL00001217,2025-03-29,D006,Cargo Bike,Next Day,17.02,3.1,Delivered,7,0.0
PNL00001218,2025-03-28,D003,Diesel Van,International,21.16,44.3,Delivered,10,6.645
PNL00001219,2025-02-28,D006,Electric Van,International,22.29,43.3,Delivered,9,0.0
PNL00001220,2025-03-13,D004,Diesel Van,Standard,20.67,26.3,Failed-Address,6,3.945
PNL00001221,2025-02-23,D001,Diesel Van,Standard,10.17,44.7,Delivered,1,6.705
PNL00001222,2025-03-08,D003,Diesel Van,International,3.44,35.1,Delivered,7,5.265
PNL00001223,2025-02-20,D006,Cargo Bike,International,8.52,24.2,Delivered,1,0.0
PNL00001224,2025-01-08,D006,Diesel Van,International,6.39,18.7,Delivered,5,2.8049999999999997
PNL00001225,2025-02-03,D004,Large Truck,Next Day,4.17,27.5,Delivered,9,23.375
PNL00001226,2025-02-04,D005,Cargo Bike,Standard,0.83,24.2,Delayed,10,0.0
PNL00001227,2025-03-29,D005,Diesel Van,Next Day,28.08,44.7,Delivered,10,6.705
PNL00001228,2025-03-19,D007,Diesel Van,Standard,27.64,23.1,Delivered,9,3.4650000000000003
PNL00001229,2025-02-01,D006,Diesel Van,Standard,1.61,37.9,Delivered,1,5.685
PNL00001230,2025-02-15,D001,Large Truck,Standard,5.28,37.0,Delivered,6,31.45
PNL00001231,2025-01-16,D003,Diesel Van,International,4.27,5.1,Delivered,3,0.7649999999999999
PNL00001232,2025-03-09,D006,Electric Van,Standard,8.51,5.7,Delivered,9,0.0
PNL00001233,2025-02-06,D002,Diesel Van,Next Day,6.2,30.4,Delivered,3,4.56
PNL00001234,2025-02-23,D003,Diesel Van,Standard,28.38,13.1,Delivered,2,1.9649999999999999
PNL00001235,2025-03-26,D007,Electric Van,Next Day,2.62,30.3,Delivered,8,0.0
PNL00001236,2025-01-14,D005,Electric Van,Standard,6.43,8.2,Delivered,3,0.0
PNL00001237,2025-02-24,D006,Diesel Van,Standard,2.51,19.1,Delivered,5,2.865
PNL00001238,2025-02-17,D004,Diesel Van,International,29.41,6.4,Delivered,6,0.96
PNL00001239,2025-03-23,D002,Diesel Van,Next Day,27.56,14.1,Delivered,10,2.1149999999999998
PNL00001240,2025-01-07,D006,Electric Van,Standard,21.53,5.8,Delivered,10,0.0
PNL00001241,2025-03-15,D007,Electric Van,Standard,12.84,43.7,Delivered,1,0.0
PNL00001242,2025-01-07,D001,Diesel Van,Next Day,5.79,19.0,Delivered,7,2.85
PNL00001243,2025-02-02,D002,Diesel Van,Standard,6.72,40.8,Delivered,7,6.119999999999999
PNL00001244,2025-01-23,D007,Electric Van,International,13.35,43.8,Delivered,5,0.0
PNL00001245,2025-03-26,D006,Diesel Van,Next Day,23.07,41.1,Delivered,9,6.165
PNL00001246,2025-01-19,D001,Diesel Van,International,8.02,21.6,Delivered,2,3.24
PNL00001247,2025-01-19,D002,Electric Van,Next Day,9.39,35.5,Delivered,5,0.0
PNL00001248,2025-02-05,D001,Electric Van,Next Day,18.04,8.6,Delivered,2,0.0
PNL00001249,2025-01-29,D001,Electric Van,Next Day,7.21,6.1,Delayed,2,0.0
PNL00001250,2025-03-01,D002,Cargo Bike,Standard,17.57,39.7,Delivered,9,0.0
PNL00001251,2025-03-23,D002,Cargo Bike,Next Day,11.68,3.3,Delivered,7,0.0
PNL00001252,2025-01-02,D001,Cargo Bike,Next Day,1.13,43.8,Delivered,4,0.0
PNL00001253,2025-01-01,D007,Cargo Bike,Next Day,12.14,30.9,Delivered,8,0.0
PNL00001254,2025-02-16,D005,Diesel Van,International,27.59,20.0,Delivered,4,3.0
PNL00001255,2025-03-10,D002,Diesel Van,Next Day,8.86,8.1,Delivered,1,1.2149999999999999
PNL00001256,2025-01-20,D006,Diesel Van,Standard,9.75,33.1,Delivered,10,4.965
PNL00001257,2025-01-11,D003,Electric Van,Next Day,2.07,26.2,Delivered,3,0.0
PNL00001258,2025-01-02,D004,Diesel Van,Next Day,18.49,32.6,Delivered,10,4.89
PNL00001259,2025-03-08,D001,Cargo Bike,International,25.49,20.0,Delivered,1,0.0
PNL00001260,2025-03-28,D001,Diesel Van,Standard,10.65,4.8,Delivered,2,0.72
PNL00001261,2025-01-12,D004,Diesel Van,Standard,7.28,15.5,Delivered,2,2.3249999999999997
PNL00001262,2025-01-20,D005,Electric Van,Standard,28.7,15.5,Delivered,7,0.0
PNL00001263,2025-01-05,D004,Diesel Van,Next Day,22.38,2.4,Delivered,4,0.36
PNL00001264,2025-02-06,D002,Diesel Van,Next Day,17.06,2.4,Delivered,10,0.36
PNL00001265,2025-02-07,D004,Cargo Bike,Standard,9.24,16.2,Delayed,9,0.0
PNL00001266,2025-01-09,D001,Diesel Van,Standard,6.7,33.3,Delivered,2,4.994999999999999
PNL00001267,2025-02-22,D004,Cargo Bike,International,21.5,28.8,Delivered,9,0.0
PNL00001268,2025-02-13,D003,Diesel Van,Standard,15.7,12.3,Delivered,6,1.845
PNL00001269,2025-03-27,D006,Cargo Bike,Next Day,15.67,27.9,Delivered,10,0.0
PNL00001270,2025-01-24,D002,Diesel Van,Next Day,2.3,29.8,Delivered,8,4.47
PNL00001271,2025-03-22,D004,Diesel Van,Next Day,15.41,24.5,Delivered,7,3.675
PNL00001272,2025-03-15,D001,Diesel Van,International,24.7,24.4,Delivered,8,3.6599999999999997
PNL00001273,2025-01-30,D007,Cargo Bike,Standard,28.41,17.9,Delivered,9,0.0
PNL00001274,2025-02-28,D006,Large Truck,Next Day,3.29,7.3,Delayed,8,6.205
PNL00001275,2025-03-28,D002,Electric Van,International,18.97,18.6,Delivered,6,0.0
PNL00001276,2025-03-22,D001,Electric Van,International,17.09,16.8,Delivered,8,0.0
PNL00001277,2025-03-22,D005,Large Truck,Next Day,26.72,27.5,Delivered,8,23.375
PNL00001278,2025-01-14,D003,Diesel Van,International,22.56,38.8,Delivered,2,5.819999999999999
PNL00001279,2025-01-09,D005,Diesel Van,International,28.96,18.1,Delivered,2,2.7150000000000003
PNL00001280,2025-02-09,D003,Diesel Van,Next Day,28.8,32.5,Delayed,1,4.875
PNL00001281,2025-03-07,D004,Electric Van,International,6.85,36.9,Delivered,10,0.0
PNL00001282,2025-01-25,D002,Cargo Bike,Next Day,21.79,11.1,Delivered,2,0.0
PNL00001283,2025-03-14,D004,Cargo Bike,Next Day,15.96,40.8,Delivered,7,0.0
PNL00001284,2025-01-22,D003,Diesel Van,International,6.52,5.0,Delivered,3,0.75
PNL00001285,2025-01-04,D003,Diesel Van,Next Day,5.93,40.8,Delivered,4,6.119999999999999
PNL00001286,2025-01-26,D003,Cargo Bike,Next Day,2.52,9.0,Delivered,4,0.0
PNL00001287,2025-02-27,D006,Electric Van,Standard,23.89,16.5,Delivered,4,0.0
PNL00001288,2025-01-29,D001,Cargo Bike,Next Day,9.8,28.0,Delivered,2,0.0
PNL00001289,2025-03-28,D002,Electric Van,Standard,25.72,40.9,Delivered,6,0.0
PNL00001290,2025-02-06,D004,Diesel Van,Standard,18.29,13.0,Delivered,1,1.95
PNL00001291,2025-03-16,D004,Large Truck,Standard,20.24,34.8,Delivered,5,29.58
PNL00001292,2025-03-11,D005,Diesel Van,Standard,8.82,32.5,Delivered,2,4.875
PNL00001293,2025-01-18,D003,Diesel Van,International,13.77,8.9,Delivered,9,1.335
PNL00001294,2025-03-26,D007,Diesel Van,International,12.43,22.6,Failed-Address,2,3.39
PNL00001295,2025-02-11,D003,Diesel Van,Next Day,7.15,22.7,Delivered,6,3.405
PNL00001296,2025-02-10,D003,Electric Van,Next Day,24.99,15.1,Delivered,4,0.0
PNL00001297,2025-02-07,D007,Large Truck,Next Day,18.7,35.5,Delivered,6,30.175
PNL00001298,2025-02-03,D004,Cargo Bike,International,1.22,41.8,Delivered,2,0.0
PNL00001299,2025-01-17,D005,Diesel Van,Standard,24.62,32.8,Delivered,2,4.919999999999999
PNL00001300,2025-02-06,D001,Diesel Van,International,3.27,43.8,Delivered,7,6.569999999999999
PNL00001301,2025-01-25,D007,Electric Van,International,12.17,4.2,Delivered,3,0.0
PNL00001302,2025-03-17,D006,Electric Van,Next Day,17.18,3.6,Delivered,3,0.0
PNL00001303,2025-03-28,D002,Diesel Van,Next Day,0.33,40.4,Delivered,7,6.06
PNL00001304,2025-03-27,D007,Cargo Bike,Next Day,19.62,40.6,Delivered,8,0.0
PNL00001305,2025-03-26,D001,Diesel Van,Standard,19.83,6.6,Delivered,7,0.9899999999999999
PNL00001306,2025-01-27,D004,Cargo Bike,Standard,19.61,17.4,Delivered,3,0.0
PNL00001307,2025-02-26,D006,Electric Van,International,4.99,37.9,Delivered,3,0.0
PNL00001308,2025-01-31,D006,Diesel Van,Standard,7.75,7.5,Delayed,7,1.125
PNL00001309,2025-01-06,D006,Electric Van,Next Day,7.5,13.5,Delivered,3,0.0
PNL00001310,2025-02-09,D003,Diesel Van,Standard,28.81,31.3,Delivered,2,4.695
PNL00001311,2025-01-12,D002,Electric Van,Standard,2.12,44.2,Delivered,7,0.0
PNL00001312,2025-02-22,D004,Large Truck,Standard,12.92,36.3,Delivered,3,30.854999999999997
PNL00001313,2025-03-12,D004,Electric Van,Standard,26.15,35.4,Delivered,5,0.0
PNL00001314,2025-01-10,D006,Large Truck,Next Day,23.11,16.7,Delivered,7,14.194999999999999
PNL00001315,2025-02-14,D004,Diesel Van,Next Day,24.69,30.4,Delivered,2,4.56
PNL00001316,2025-01-17,D002,Large Truck,International,29.17,6.9,Delivered,8,5.865
PNL00001317,2025-01-26,D002,Diesel Van,International,11.68,44.7,Delivered,2,6.705
PNL00001318,2025-03-26,D005,Large Truck,International,9.36,22.7,Delivered,4,19.294999999999998
PNL00001319,2025-03-03,D007,Electric Van,Standard,1.02,29.5,Delivered,4,0.0
PNL00001320,2025-02-15,D007,Cargo Bike,Standard,4.59,39.7,Delivered,8,0.0
PNL00001321,2025-03-05,D005,Large Truck,Next Day,16.9,2.0,Failed-Address,1,1.7
PNL00001322,2025-01-02,D001,Electric Van,International,4.81,44.0,Delivered,9,0.0
PNL00001323,2025-02-23,D007,Electric Van,Next Day,22.12,17.4,Delivered,6,0.0
PNL00001324,2025-03-06,D002,Diesel Van,International,1.21,16.6,Delivered,4,2.49
PNL00001325,2025-02-20,D002,Large Truck,International,7.86,8.2,Delivered,6,6.969999999999999
PNL00001326,2025-02-22,D007,Diesel Van,International,20.89,38.9,Delivered,6,5.835
PNL00001327,2025-02-05,D002,Diesel Van,Standard,7.74,39.4,Delivered,9,5.909999999999999
PNL00001328,2025-01-26,D005,Electric Van,International,21.89,2.9,Delayed,4,0.0
PNL00001329,2025-01-29,D006,Electric Van,International,29.88,4.4,Delivered,8,0.0
PNL00001330,2025-01-21,D006,Cargo Bike,Standard,23.93,41.5,Delivered,1,0.0
PNL00001331,2025-01-11,D004,Electric Van,International,10.32,7.3,Delivered,6,0.0
PNL00001332,2025-02-09,D006,Diesel Van,Standard,27.03,28.7,Delivered,5,4.305
PNL00001333,2025-01-11,D003,Large Truck,Standard,1.63,28.6,Delivered,3,24.310000000000002
PNL00001334,2025-02-05,D005,Electric Van,Next Day,21.78,39.4,Delivered,4,0.0
PNL00001335,2025-02-28,D002,Diesel Van,Standard,0.8,26.6,Delivered,8,3.99
PNL00001336,2025-02-08,D007,Electric Van,Standard,5.32,20.7,Delivered,10,0.0
PNL00001337,2025-02-23,D006,Diesel Van,Standard,29.63,43.9,Delivered,2,6.585
PNL00001338,2025-02-24,D005,Electric Van,International,10.89,11.8,Delayed,8,0.0
PNL00001339,2025-01-24,D006,Cargo Bike,Next Day,24.63,13.3,Delivered,7,0.0
PNL00001340,2025-01-22,D001,Diesel Van,International,11.34,5.6,Delivered,1,0.84
PNL00001341,2025-03-10,D002,Diesel Van,Standard,25.22,43.9,Delivered,2,6.585
PNL00001342,2025-02-25,D001,Diesel Van,Standard,28.97,32.4,Delivered,7,4.859999999999999
PNL00001343,2025-02-02,D002,Electric Van,Next Day,13.12,2.5,Delivered,3,0.0
PNL00001344,2025-02-05,D005,Cargo Bike,Next Day,16.82,32.3,Delivered,2,0.0
PNL00001345,2025-01-20,D004,Diesel Van,Standard,18.9,19.4,Delivered,1,2.9099999999999997
PNL00001346,2025-03-24,D006,Diesel Van,Standard,28.05,43.6,Delivered,7,6.54
PNL00001347,2025-03-22,D006,Electric Van,International,7.78,13.9,Delivered,3,0.0
PNL00001348,2025-03-03,D003,Diesel Van,Standard,18.38,32.5,Delivered,6,4.875
PNL00001349,2025-03-14,D007,Electric Van,International,9.81,29.0,Delivered,10,0.0
PNL00001350,2025-01-26,D001,Diesel Van,Next Day,6.59,2.5,Delivered,8,0.375
PNL00001351,2025-03-07,D006,Electric Van,International,2.64,40.1,Delivered,6,0.0
PNL00001352,2025-03-14,D005,Cargo Bike,Standard,18.66,8.0,Delivered,7,0.0
PNL00001353,2025-03-14,D004,Electric Van,International,26.47,30.5,Delayed,6,0.0
PNL00001354,2025-02-09,D007,Cargo Bike,International,10.61,35.3,Delayed,7,0.0
PNL00001355,2025-01-17,D005,Cargo Bike,Next Day,16.62,29.1,Delivered,5,0.0
PNL00001356,2025-01-01,D001,Electric Van,International,19.3,6.2,Delivered,9,0.0
PNL00001357,2025-03-30,D003,Diesel Van,Standard,12.5,43.9,Delivered,3,6.585
PNL00001358,2025-03-02,D006,Electric Van,International,27.11,12.2,Delivered,6,0.0
PNL00001359,2025-02-12,D005,Diesel Van,International,10.95,29.0,Delivered,9,4.35
PNL00001360,2025-02-11,D007,Cargo Bike,International,3.84,36.3,Delivered,1,0.0
PNL00001361,2025-01-25,D002,Diesel Van,Standard,4.41,42.4,Delivered,5,6.359999999999999
PNL00001362,2025-02-08,D004,Diesel Van,International,26.74,28.0,Delivered,4,4.2
PNL00001363,2025-02-04,D007,Electric Van,Standard,29.64,13.1,Delivered,9,0.0
PNL00001364,2025-01-03,D005,Diesel Van,International,8.74,38.0,Delivered,1,5.7
PNL00001365,2025-02-13,D004,Electric Van,Next Day,4.39,9.0,Delivered,4,0.0
PNL00001366,2025-02-20,D006,Cargo Bike,Next Day,14.52,3.0,Delayed,1,0.0
PNL00001367,2025-01-12,D002,Diesel Van,Next Day,21.31,41.1,Delivered,3,6.165
PNL00001368,2025-01-19,D003,Cargo Bike,Standard,18.41,26.7,Delivered,4,0.0
PNL00001369,2025-02-13,D007,Electric Van,Standard,28.54,5.0,Delivered,1,0.0
PNL00001370,2025-02-28,D003,Diesel Van,Standard,24.55,26.9,Delivered,5,4.034999999999999
PNL00001371,2025-02-18,D002,Diesel Van,International,26.08,8.2,Delivered,6,1.2299999999999998
PNL00001372,2025-03-02,D004,Electric Van,Standard,16.3,3.3,Delivered,1,0.0
PNL00001373,2025-01-17,D006,Diesel Van,Standard,9.89,7.0,Delivered,10,1.05
PNL00001374,2025-03-15,D005,Cargo Bike,Standard,21.08,35.3,Delivered,10,0.0
PNL00001375,2025-02-26,D002,Cargo Bike,Standard,13.23,34.5,Delivered,4,0.0
PNL00001376,2025-02-24,D001,Diesel Van,Next Day,8.7,28.0,Delivered,4,4.2
PNL00001377,2025-02-16,D004,Diesel Van,International,4.65,11.0,Delivered,1,1.65
PNL00001378,2025-01-12,D003,Electric Van,Next Day,15.88,33.8,Delivered,2,0.0
PNL00001379,2025-03-03,D007,Cargo Bike,International,17.87,19.5,Delivered,10,0.0
PNL00001380,2025-03-21,D002,Electric Van,International,17.11,24.0,Delivered,5,0.0
PNL00001381,2025-03-29,D003,Large Truck,Next Day,3.58,40.6,Delivered,2,34.51
PNL00001382,2025-03-24,D004,Diesel Van,Standard,17.14,21.7,Delivered,3,3.255
PNL00001383,2025-01-08,D003,Diesel Van,Next Day,5.14,28.9,Delivered,9,4.335
PNL00001384,2025-01-21,D002,Large Truck,International,19.95,43.4,Delivered,5,36.89
PNL00001385,2025-03-22,D004,Electric Van,International,12.94,21.4,Delivered,1,0.0
PNL00001386,2025-03-28,D001,Diesel Van,Standard,25.48,26.1,Delivered,5,3.915
PNL00001387,2025-03-21,D002,Diesel Van,Next Day,23.37,27.1,Delivered,3,4.065
PNL00001388,2025-03-11,D005,Electric Van,International,21.76,12.4,Delivered,1,0.0
PNL00001389,2025-03-13,D006,Diesel Van,Next Day,21.05,33.7,Delayed,3,5.055000000000001
PNL00001390,2025-01-25,D002,Diesel Van,Standard,16.86,33.2,Delivered,6,4.98
PNL00001391,2025-03-23,D004,Cargo Bike,Standard,1.93,11.2,Delivered,10,0.0
PNL00001392,2025-03-30,D007,Electric Van,International,19.7,2.6,Delivered,5,0.0
PNL00001393,2025-01-12,D006,Large Truck,Standard,14.06,45.0,Delivered,1,38.25
PNL00001394,2025-01-15,D002,Electric Van,International,14.14,27.0,Delivered,2,0.0
PNL00001395,2025-02-28,D001,Electric Van,International,11.43,9.8,Delivered,5,0.0
PNL00001396,2025-01-26,D007,Electric Van,Standard,27.88,14.2,Delayed,9,0.0
PNL00001397,2025-01-26,D001,Electric Van,Standard,7.56,28.6,Delivered,5,0.0
PNL00001398,2025-02-16,D005,Electric Van,Next Day,9.57,7.9,Delivered,5,0.0
PNL00001399,2025-02-01,D007,Large Truck,Next Day,28.89,3.6,Delivered,1,3.06
PNL00001400,2025-01-10,D003,Diesel Van,International,24.32,36.3,Delivered,5,5.444999999999999
PNL00001401,2025-01-16,D007,Electric Van,Next Day,0.52,32.8,Delivered,8,0.0
PNL00001402,2025-03-12,D006,Electric Van,International,27.19,15.3,Delivered,9,0.0
PNL00001403,2025-01-17,D007,Cargo Bike,Standard,6.88,4.5,Delivered,10,0.0
PNL00001404,2025-01-23,D004,Cargo Bike,Standard,21.21,22.9,Delivered,3,0.0
PNL00001405,2025-01-26,D004,Electric Van,Next Day,16.64,13.9,Delivered,4,0.0
PNL00001406,2025-03-26,D003,Electric Van,International,16.15,19.1,Delivered,7,0.0
PNL00001407,2025-03-27,D007,Electric Van,International,21.57,13.8,Delivered,7,0.0
PNL00001408,2025-01-07,D001,Electric Van,Next Day,6.29,9.5,Delivered,1,0.0
PNL00001409,2025-01-14,D001,Electric Van,International,4.85,18.6,Delivered,6,0.0
PNL00001410,2025-03-20,D002,Diesel Van,International,19.59,43.5,Delivered,9,6.5249999999999995
PNL00001411,2025-01-07,D005,Electric Van,Standard,8.79,13.4,Delivered,5,0.0
PNL00001412,2025-01-09,D006,Diesel Van,International,29.22,16.4,Delivered,8,2.4599999999999995
PNL00001413,2025-02-17,D005,Electric Van,International,13.6,16.2,Delivered,10,0.0
PNL00001414,2025-03-13,D007,Large Truck,International,3.44,22.7,Delivered,9,19.294999999999998
PNL00001415,2025-02-28,D005,Large Truck,Next Day,20.61,38.3,Delivered,10,32.555
PNL00001416,2025-03-28,D002,Diesel Van,Next Day,9.25,19.3,Delivered,10,2.895
PNL00001417,2025-03-23,D005,Diesel Van,Next Day,4.54,36.7,Delivered,3,5.505
PNL00001418,2025-02-08,D003,Diesel Van,International,12.74,6.9,Delivered,1,1.035
PNL00001419,2025-01-18,D002,Diesel Van,International,28.93,40.5,Delivered,2,6.075
PNL00001420,2025-02-28,D003,Cargo Bike,Next Day,12.4,10.0,Delivered,5,0.0
PNL00001421,2025-01-17,D007,Diesel Van,Next Day,10.49,3.7,Delivered,10,0.555
PNL00001422,2025-01-14,D002,Cargo Bike,International,13.39,8.8,Delivered,7,0.0
PNL00001423,2025-01-31,D007,Large Truck,International,0.46,10.2,Delivered,6,8.67
PNL00001424,2025-01-24,D007,Diesel Van,Standard,4.08,23.9,Delayed,4,3.5849999999999995
PNL00001425,2025-03-01,D005,Diesel Van,Next Day,25.51,21.3,Delivered,9,3.195
PNL00001426,2025-02-14,D003,Electric Van,International,29.34,32.8,Delivered,4,0.0
PNL00001427,2025-01-03,D007,Electric Van,Next Day,4.82,4.2,Delivered,3,0.0
PNL00001428,2025-02-06,D003,Diesel Van,Next Day,16.11,23.4,Delivered,5,3.51
PNL00001429,2025-02-12,D003,Electric Van,Next Day,28.99,16.3,Delivered,4,0.0
PNL00001430,2025-02-09,D002,Cargo Bike,Standard,4.78,29.1,Delivered,2,0.0
PNL00001431,2025-03-31,D004,Electric Van,International,5.67,3.9,Delivered,3,0.0
PNL00001432,2025-02-24,D005,Diesel Van,International,27.81,3.5,Delivered,7,0.525
PNL00001433,2025-03-28,D007,Diesel Van,Next Day,21.2,20.4,Delivered,2,3.0599999999999996
PNL00001434,2025-02-08,D003,Diesel Van,International,4.64,36.9,Delivered,1,5.534999999999999
PNL00001435,2025-01-15,D006,Diesel Van,Standard,11.87,30.9,Delivered,2,4.635
PNL00001436,2025-01-04,D004,Cargo Bike,Next Day,1.78,2.7,Delivered,8,0.0
PNL00001437,2025-03-27,D007,Diesel Van,Standard,13.04,9.7,Delivered,8,1.4549999999999998
PNL00001438,2025-01-25,D006,Diesel Van,Standard,23.36,11.7,Delivered,10,1.755
PNL00001439,2025-01-13,D005,Electric Van,International,16.66,20.2,Delivered,2,0.0
PNL00001440,2025-03-23,D005,Diesel Van,International,19.46,27.2,Delivered,6,4.08
PNL00001441,2025-02-02,D003,Cargo Bike,Standard,9.87,11.3,Delivered,7,0.0
PNL00001442,2025-01-16,D003,Diesel Van,International,4.93,18.4,Delivered,1,2.76
PNL00001443,2025-02-11,D007,Cargo Bike,Standard,0.49,27.1,Delayed,7,0.0
PNL00001444,2025-03-07,D002,Diesel Van,Standard,24.66,18.5,Delivered,8,2.775
PNL00001445,2025-02-24,D004,Electric Van,Next Day,19.14,8.2,Delivered,9,0.0
PNL00001446,2025-02-11,D007,Electric Van,Standard,6.96,23.1,Delivered,8,0.0
PNL00001447,2025-02-03,D004,Diesel Van,Standard,12.61,15.9,Delivered,3,2.385
PNL00001448,2025-01-30,D003,Diesel Van,International,24.06,39.2,Delivered,8,5.88
PNL00001449,2025-01-13,D005,Cargo Bike,Next Day,16.21,35.4,Delivered,3,0.0
PNL00001450,2025-01-13,D003,Electric Van,International,9.07,10.2,Delivered,6,0.0
PNL00001451,2025-01-18,D005,Diesel Van,Next Day,8.09,8.6,Failed-Address,4,1.2899999999999998
PNL00001452,2025-02-01,D007,Diesel Van,International,6.61,17.0,Delivered,7,2.55
PNL00001453,2025-02-08,D005,Diesel Van,Standard,24.73,19.7,Delivered,8,2.9549999999999996
PNL00001454,2025-02-15,D003,Electric Van,Next Day,17.5,42.1,Delayed,10,0.0
PNL00001455,2025-01-29,D001,Electric Van,Next Day,21.3,15.0,Delivered,6,0.0
PNL00001456,2025-03-03,D004,Electric Van,Next Day,25.82,39.3,Delivered,10,0.0
PNL00001457,2025-03-03,D006,Electric Van,Next Day,29.61,23.7,Delivered,4,0.0
PNL00001458,2025-02-26,D005,Electric Van,International,7.56,40.1,Delivered,8,0.0
PNL00001459,2025-01-16,D005,Electric Van,International,5.51,32.2,Delivered,7,0.0
PNL00001460,2025-02-25,D001,Diesel Van,Next Day,13.91,32.5,Delivered,10,4.875
PNL00001461,2025-01-10,D007,Diesel Van,Next Day,1.15,24.3,Delivered,8,3.645
PNL00001462,2025-01-30,D007,Large Truck,Next Day,23.77,38.1,Delivered,10,32.385
